"insee_2015","Nom","Surf","11","12","13","14","15","21","22","23","24","31","32","51","xx"
"14168","Colombieres",1105.88,28.5,20.8,0,1.49,0,185.68,1.46,734.54,0.76,3.63,98.06,30.96,0
"14169","Colombiers-sur-Seulles",340.45,7.01,7.63,0,0.48,0,255.24,0,51.48,0.24,7.91,8.29,2.15,0
"14170","Colomby-sur-Thaon",275.94,21.4,7.95,0,1.3,0.5,225.11,0,10.27,0.86,0.14,8.02,0.39,0
"14171","Combray",455.72,5.92,10.22,0,1.3,0.14,167.49,0,121.02,0.01,114.14,34.42,1.07,0
"14172","Commes",666.84,31.89,16.64,0,2.67,0.54,323.82,0,194.96,1.18,23.51,69.09,2.55,0
"14173","Conde-sur-Ifs",1133.23,23.06,25.04,0,2.97,0.24,915.19,0.07,86.3,2.88,13.96,62.31,1.22,0
"14174","Conde-sur-Noireau",1251.23,190.73,83.59,0,20.54,9.35,432.41,17.54,340.29,1.02,6.21,141.47,8.08,0
"14175","Conde-sur-Seulles",244.01,11.55,7.58,0,3.26,0.02,108.99,0,88.35,0,0.02,22.02,2.24,0
"14176","Conteville",423.24,6,7.36,0,0.06,0,404.79,0,2.26,0.14,0.19,2.36,0.08,0
"14177","Coquainvilliers",1198.61,57.96,31.21,0,7.33,0.18,96.36,2.37,630.2,1.23,142.72,214.75,14.31,0
"14178","Corbon",417.25,4.69,7.52,0,0.76,0,4.01,0,323.58,0.03,50.95,14.88,10.84,0
"14179","Cordebugle",903.73,11.04,15.32,0.07,2.06,0.06,57.04,0,328.35,0.91,326.51,156.76,5.61,0
"14180","Cordey",457.49,7.09,12.05,0,0.64,0,153.35,0.1,131.23,0.72,85.27,64.97,2.08,0
"14181","Cormelles-le-Royal",351.18,171.78,77.23,0,13.63,13.93,61.63,0,3.08,0,2.74,6.1,1.07,0
"14182","Cormolain",1114.66,30.83,24.19,0,3.01,0,590.78,0,344.68,1.72,6.58,108.63,4.24,0
"14183","Cossesseville",473.86,8.29,12.1,0,0.42,0.17,63.52,0,258.46,0.04,65.13,56.47,9.25,0
"14184","Cottun",381.03,12.36,8.17,0,0.78,0.38,181.52,0,139.59,0.8,0.12,34.97,2.33,0
"14185","Coudray-Rabut",499.42,42.36,20.91,0,4.3,0.69,14.9,14.3,303.64,0.03,8.57,84.83,4.9,0
"14186","Coulombs",440.99,22.2,14.91,0,2.46,0.83,348.86,5.65,17.27,3.24,0.65,24.08,0.84,0
"14187","Coulonces",1600.55,35.51,46.45,0,11.05,0.63,779.14,7.26,577.23,0.92,18.66,115.67,8.03,0
"14188","Coulvain",450.59,25.98,22.72,0,1.55,1.68,229.19,0.17,127.72,0.19,0.1,39.89,1.39,0
"14189","Coupesarte",452.84,3.42,8.84,0,0.79,0,32,0,344.14,1.39,3.62,54.1,4.54,0
"14190","Courcy",907.28,8.31,16.31,0,1.66,0,606.81,0,166.02,5.01,70.61,31.1,1.46,0
"14191","Courseulles-sur-Mer",807.31,158.1,55.7,0,8.68,6.47,477.83,0,48.29,0.67,0.43,34.06,17.09,0
"14192","Courson",1712.21,23.08,42.57,0,10.55,0,746.7,9.43,726.46,4.18,4.24,137.04,7.97,0
"14193","Courtonne-la-Meurdrac",1281.16,48.89,33.84,0.02,16.38,0.14,118.97,16.72,605.08,1.05,142.41,291.44,6.21,0
"14194","Courtonne-les-Deux-Eglises",1404.89,41.91,39.1,0.14,9.84,0.33,183.53,10.11,519.34,2.04,341.61,248.24,8.7,0
"14195","Courvaudon",968.28,11.21,15.39,0,1.53,1.24,593.86,0,247.76,2.88,21.78,69.33,3.31,0
"14196","Crepon",546.35,15.35,11.88,0,3.98,0,421.52,0,61.83,1.1,3.56,25.53,1.59,0
"14197","Cresserons",362.32,40.84,13.08,0,5.44,0.58,278.89,0,15.6,0.02,0.11,7.64,0.13,0
"14198","Cresseveuille",561.68,20.63,16.44,0,4.16,0.84,48.34,0.27,302.95,0.27,16.44,149.59,1.76,0
"14200","Creully",860.74,67.26,28.47,0.01,6.11,5.42,567.55,0.11,106.94,0.14,32.09,39.87,6.77,0
"14201","Crevecoeur-en-Auge",213.58,17.24,7.71,0,2.27,0.64,38.03,0,74.59,0.36,46.26,25.71,0.78,0
"14202","Cricqueboeuf",184.46,25.05,7.16,0,5.31,1.87,19.91,0,74.8,0.01,14.84,32.96,2.55,0
"14203","Cricqueville-en-Auge",685.9,23.76,23.98,0,3.52,0.2,23.5,2.02,462.47,0.83,17.9,123.29,4.43,0
"14204","Cricqueville-en-Bessin",864.57,20.83,20.73,0,0.55,0,254.54,0,498.83,0.08,3.9,57.38,7.71,0
"14205","Cristot",387.84,11.28,8.19,0,0.78,0.47,272.67,0,67.56,0.79,3.34,22.45,0.32,0
"14206","Crocy",1029.55,19.59,20.06,0,3.49,0.12,768.91,0,128.46,1.6,28.7,55.59,3.04,0
"14207","Croisilles",1021.29,29.18,32.1,0,2.37,3.49,406,0.04,325.68,0.88,110.59,99.83,11.13,0
"14208","Croissanville",441.45,21.26,10.52,0,1.97,0.9,158.09,0.72,125.08,0.77,41.99,76.22,3.94,0
"14209","Crouay",780.09,32.69,23.11,3.25,1.97,0.81,295.09,1.82,328.99,0.43,1.93,85.79,4.2,0
"14210","La Croupte",346.82,9.28,7.94,0,0.87,0,22.09,0.88,160.76,0.45,82.74,59.78,2.01,0
"14211","Culey-le-Patry",771.83,16.2,18.79,0,1.36,1.33,217.05,0,228.55,1.71,191.79,89.47,5.57,0
"14212","Cully",657.01,9.15,12.86,0,2.42,0,510.77,0.06,81.23,1.07,0.27,38.6,0.58,0
"14213","Curcy-sur-Orne",1367.2,28.52,28.73,0,1.5,0.83,559.05,2.99,404.64,0.96,204.42,124.63,10.91,0
"14214","Cussy",239.38,11.88,22.27,0,0.91,0,98.95,0,85.52,1.16,0.1,17.41,1.19,0
"14215","Cuverville",206.34,50.22,13.36,0,3.74,4.94,130.13,0,0.67,0.15,0.03,2.96,0.13,0
"14216","Damblainville",635.48,12.59,25.04,0,0.5,0.59,444.36,0,57.19,1.24,62.44,30.39,1.15,0
"14217","Dampierre",538.05,11.57,12.67,0,1.03,0,213.96,0,242.46,0.46,0.26,53.26,2.39,0
"14218","Danestal",637.7,29.74,16.5,0,6.03,2.01,23.06,1.47,352.04,0.26,35.27,168.34,2.97,0
"14219","Danvou-la-Ferriere",1104.77,11.61,20.06,0,2.02,0,306.39,17.43,248.83,0.02,374.37,118.6,5.45,0
"14220","Deauville",377.45,203.26,84.26,0,36.68,10.53,0,0,7.22,0,4.64,12.65,18.22,0
"14221","Demouville",357.33,105.86,32.11,0,4.09,13.61,178.58,1.44,7.15,1.68,0.82,11.27,0.73,0
"14222","Le Desert",398.3,4.4,8.85,0,2.17,0,186.05,0.48,159.2,0.95,0.26,34.01,1.92,0
"14223","Le Detroit",549.26,5.57,11.01,0,0.67,0,202.52,0,211.06,1.08,49.44,66.08,1.84,0
"14224","Deux-Jumeaux",411,8.47,8.12,0,0.21,0,162.24,0,203.99,0.26,0,27.32,0.4,0
"14225","Dives-sur-Mer",629.1,183.64,67.78,0,10.15,8.03,2.46,0.93,187.08,0,84.15,81.07,3.81,0
"14226","Donnay",1133.72,14.28,25.33,0,1.71,0.87,447.16,0.19,213.48,1.08,362.98,63.57,3.07,0
"14227","Douville-en-Auge",622.45,13.75,15.57,0,7.01,0.02,72.39,4.73,337.57,1.39,12.62,155.69,1.74,0
"14228","Douvres-la-Delivrande",1085.72,185.45,66.48,0,13.38,12.94,662.97,0.27,70.91,1.04,26.28,42.29,3.71,0
"14229","Dozule",525.49,68.17,22.86,0.33,9.63,2.89,31.23,1.53,152.59,0.05,134.65,99.39,2.18,0
"14230","Drubec",324.05,13.45,9.42,0,1.3,0,67.61,0.36,154.25,0.31,13.46,63.15,0.74,0
"14231","Beaufour-Druval",1134.1,29.6,21.25,0,10.05,2.69,133.45,2.75,594.05,0.5,22.43,314.16,3.17,0
"14232","Ducy-Sainte-Marguerite",360.77,9.54,7.41,0,0.81,0.09,197.52,0.7,96.37,0.44,10.16,36.59,1.14,0
"14235","Ecrammeville",689.86,21.31,20.1,0,1.16,0.39,248.51,0,349.35,0.78,1.09,33.58,13.6,0
"14236","Ellon",674.23,23.48,12.36,0,1.07,2.76,243.72,11.49,291.82,0.1,24.74,61.32,1.37,0
