"id","Nom","pop","type","c","p","e","s"
"14572","Saint-Denis-de-Méré",837,"c",,,"140000006",
"14573","saint-denis-maisoncelles",99,"c","14061",,,
"14574","Saint-Désir",1687,"c",,,"140000002",
"14575","Saint-Étienne-la-Thillaye",450,"c",,,"241400878",
"14576","Val-de-Vie",541,"c",,,"140000002",
"14576","sainte-foy-de-montgommery",197,"c","14576",,,
"14577","saint-gabriel-brecy",309,"c","14200",,,
"14578","Saint-Gatien-des-Bois",1272,"c",,,"140000011",
"14579","Seulline",1314,"c",,,"140000004",
"14579","saint-georges-d'aunay",713,"c","14579",,,
"14580","saint-georges-en-auge",100,"c","14654",,,
"14581","saint-germain-d'ectot",325,"c","14011",,,
"14582","Saint-Germain-de-Livet",774,"c",,,"140000002",
"14583","saint-germain-de-montgommery",159,"c","14576",,,
"14584","saint-germain-de-tallevende-la-lande-vaumont",1954,"c","14762",,,
"14585","saint-germain-du-crioult",927,"c","14174",,,
"14586","Saint-Germain-du-Pert",179,"c",,,"140000003",
"14587","Saint-Germain-la-Blanche-Herbe",2367,"c",,,"140000001",
"14588","Saint-Germain-Langot",318,"c",,,"241400514",
"14589","Saint-Germain-le-Vasson",957,"c",,,"140000007",
"14590","Sainte-Honorine-de-Ducy",130,"c",,,"140000003",
"14591","Aure sur Mer",755,"c",,,"140000003",
"14591","sainte-honorine-des-pertes",577,"c","14591",,,
"14592","Sainte-Honorine-du-Fay",1327,"c",,,"140000008",
"14593","Saint-Hymer",608,"c",,,"241400878",
"14595","Saint-Jean-de-Livet",198,"c",,,"140000002",
"14596","saint-jean-des-essartiers",211,"c","14374",,,
"14597","saint-jean-le-blanc",344,"c","14357",,,
"14598","Saint-Jouin",188,"c",,,"140000010",
"14599","saint-julien-de-mailloc",499,"c","14570",,,
"14600","saint-julien-le-faucon",725,"c","14431",,,
"14601","Saint-Julien-sur-Calonne",170,"c",,,"241400878",
"14602","Saint-Lambert",280,"c",,,"140000007",
"14603","Saint-Laurent-de-Condel",475,"c",,,"140000007",
"14604","Saint-Laurent-du-Mont",193,"c",,,"241400761",
"14605","Saint-Laurent-sur-Mer",248,"c",,,"140000003",
"14606","Saint-Léger-Dubosq",166,"c",,,"140000010",
"14607","Saint-Louet-sur-Seulles",154,"c",,,"140000004",
"14608","saint-loup-de-fribois",182,"c","14527",,,
"14609","Saint-Loup-Hors",420,"c",,,"241400555",
"14610","Saint-Manvieu-Norrey",1875,"c",,,"140000001",
"14611","saint-manvieu-bocage",559,"c","14658",,,
"14613","Saint-Marcouf",99,"c",,,"140000003",
"14614","Sainte-Marguerite-d'Elle",765,"c",,,"140000003",
"14615","sainte-marguerite-des-loges",188,"c","14371",,,
"14616","sainte-marguerite-de-viette",390,"c","14654",,,
"14618","sainte-marie-laumont",630,"c","14061",,,
"14619","Sainte-Marie-Outre-l'Eau",114,"c",,,"140000006",
"14620","Saint-Martin-aux-Chartrains",407,"c",,,"241400878",
"14621","Saint-Martin-de-Bienfaite-la-Cressonnière",514,"c",,,"140000002",
"14622","Saint-Martin-de-Blagny",131,"c",,,"140000003",
"14623","Saint-Martin-de-Fontenay",2584,"c",,,"140000008",
"14625","Saint-Martin-de-la-Lieue",785,"c",,,"140000002",
"14626","Saint-Martin-de-Mailloc",876,"c",,,"140000002",
"14627","Saint-Martin-de-Mieux",452,"c",,,"241400514",
"14628","saint-martin-de-sallen",604,"c","14689",,,
"14629","saint-martin-des-besaces",1154,"c","14061",,,
"14630","Saint-Martin-des-Entrées",652,"c",,,"241400555",
"14632","saint-martin-don",251,"c","14061",,,
"14633","saint-martin-du-mesnil-oury",103,"c","14371",,,
"14634","saint-michel-de-livet",195,"c","14371",,,
"14635","Saint-Omer",176,"c",,,"140000007",
"14636","saint-ouen-des-besaces",374,"c","14061",,,
"14637","Saint-Ouen-du-Mesnil-Oger",212,"c",,,"140000009",
"14638","saint-ouen-le-houx",80,"c","14371",,,
"14639","Saint-Ouen-le-Pin",266,"c",,,"241400761",
"14640","Saint-Pair",216,"c",,,"140000009",
"14643","Saint-Paul-du-Vernay",797,"c",,,"140000003",
"14644","Saint-Philbert-des-Champs",636,"c",,,"241400878",
"14645","Saint-Pierre-Azif",174,"c",,,"241400415",
"14646","Saint-Pierre-Canivet",404,"c",,,"241400514",
"14647","saint-pierre-de-mailloc",501,"c","14570",,,
"14648","Saint-Pierre-des-Ifs",466,"c",,,"140000002",
"14649","Saint-Pierre-du-Bû",487,"c",,,"241400514",
"14650","Saint-Pierre-du-Fresne",202,"c",,,"140000004",
"14651","Saint-Pierre-du-Jonquet",219,"c",,,"140000009",
"14652","Saint-Pierre-du-Mont",77,"c",,,"140000003",
"14653","saint-pierre-la-vieille",365,"c","14174",,,
"14654","Saint-Pierre-en-Auge",7799,"c",,,"140000002",
"14654","saint-pierre-sur-dives",3651,"c","14654",,,
"14655","saint-pierre-tarentaine",358,"c","14061",,,
"14656","Saint-Rémy",1022,"c",,,"140000007",
"14657","Saint-Samson",316,"c",,,"140000010",
"14658","Noues de Sienne",4479,"c",,,"140000006",
"14658","saint-sever-calvados",1343,"c","14658",,,
"14659","Saint-Sylvain",1420,"c",,,"140000007",
"14660","Saint-Vaast-en-Auge",97,"c",,,"140000010",
"14661","Saint-Vaast-sur-Seulles",136,"c",,,"140000005",
"14662","saint-vigor-des-mezerets",238,"c","14357",,,
"14663","Saint-Vigor-le-Grand",2338,"c",,,"241400555",
"14664","Sallen",297,"c",,,"140000003",
"14664","sallen",297,"c","14182",,,
"14665","Sallenelles",309,"c",,,"140000010",
"14666","sannerville",1732,"c","14712",,,
"14667","Saon",234,"c",,,"140000003",
"14668","Saonnet",287,"c",,,"140000003",
"14669","Sassy",213,"c",,,"241400514",
"14670","secqueville-en-bessin",366,"c","14543",,,
"14671","sept-freres",362,"c","14658",,,
"14672","Val de Drôme",824,"c",,,"140000004",
"14672","sept-vents",408,"c","14672",,,
"14674","Soignolles",124,"c",,,"140000007",
"14675","Soliers",2151,"c",,,"140000001",
"14676","Sommervieu",1029,"c",,,"241400555",
"14677","Soulangy",253,"c",,,"241400514",
"14678","Soumont-Saint-Quentin",540,"c",,,"241400514",
"14679","Subles",672,"c",,,"241400555",
"14680","Sully",137,"c",,,"241400555",
"14681","Surrain",161,"c",,,"140000003",
"14682","Surville",432,"c",,,"241400878",
"14684","Tessel",250,"c",,,"140000005",
"14685","Thaon",1431,"c",,,"140000001",
"14686","le theil-bocage",231,"c","14726",,,
"14687","Le Theil-en-Auge",178,"c",,,"140000011",
"14688","thieville",310,"c","14654",,,
"14689","Le Hom",3670,"c",,,"140000007",
"14689","thury-harcourt",2032,"c","14689",,,
"14690","tierceville",172,"c","14355",,,
"14691","Tilly-la-Campagne",159,"c",,,"140000001",
"14692","Tilly-sur-Seulles",1621,"c",,,"140000005",
"14693","tordouet",271,"c","14570",,,
"14694","Le Torquesne",495,"c",,,"241400878",
"14695","torteval-quesnay",344,"c","14011",,,
"14696","tortisambert",152,"c","14371",,,
"14697","l'oudon",1527,"c","14654",,,
"14698","Touffréville",289,"c",,,"140000009",
"14699","Touques",3802,"c",,,"241400415",
"14700","Tour-en-Bessin",623,"c",,,"140000003",
"14701","Tourgéville",897,"c",,,"241400415",
"14701","tourgeville",942,"c","14557",,,
"14702","tournay-sur-odon",365,"c","14475",,,
"14703","Tournebu",357,"c",,,"140000007",
"14704","le tourneur",608,"c","14061",,,
"14705","Tournières",157,"c",,,"140000003",
"14706","Tourville-en-Auge",250,"c",,,"241400878",
"14707","Tourville-sur-Odon",1015,"c",,,"140000001",
"14708","Tracy-Bocage",311,"c",,,"140000004",
"14709","Tracy-sur-Mer",347,"c",,,"241400555",
"14710","Tréprel",102,"c",,,"241400514",
"14711","Trévières",932,"c",,,"140000003",
"14712","Saline",5441,"c",,,"140000009",
"14712","troarn",3669,"c","14712",,,
"14713","Trois-Monts",415,"c",,,"140000007",
"14714","Le Tronquay",766,"c",,,"140000003",
"14715","Trouville-sur-Mer",4708,"c",,,"241400415",
"14716","Trungy",225,"c",,,"140000003",
"14717","truttemer-le-grand",639,"c","14762",,,
"14718","truttemer-le-petit",101,"c","14762",,,
"14719","Urville",623,"c",,,"140000007",
"14720","Ussy",872,"c",,,"241400514",
"14721","Vacognes-Neuilly",552,"c",,,"140000008",
"14722","la vacquerie",290,"c","14143",,,
"14723","Valsemé",278,"c",,,"241400761",
"14724","Varaville",952,"c",,,"140000010",
"14726","Valdallière",6056,"c",,,"140000006",
"14726","vassy",1798,"c","14726",,,
"14727","vaubadon",436,"c","14035",,,
"14728","Vaucelles",376,"c",,,"241400555",
"14729","vaudeloges",213,"c","14654",,,
"14730","vaudry",1504,"c","14762",,,
"14731","Vauville",188,"c",,,"241400415",
"14732","Vaux-sur-Aure",340,"c",,,"241400555",
"14733","Vaux-sur-Seulles",299,"c",,,"241400555",
"14734","Vendes",318,"c",,,"140000005",
"14735","Vendeuvre",709,"c",,,"241400514",
"14737","Versainville",438,"c",,,"241400514",
"14738","Verson",3439,"c",,,"140000001",
"14739","Ver-sur-Mer",1589,"c",,,"140000005",
"14740","La Vespière-Friardel",1227,"c",,,"140000002",
"14740","la vespiere",989,"c","14740",,,
"14741","Le Vey",111,"c",,,"140000007",
"14742","Vicques",70,"c",,,"241400514",
"14743","Victot-Pontfol",112,"c",,,"241400761",
"14744","Vienne-en-Bessin",293,"c",,,"241400555",
"14745","Vierville-sur-Mer",251,"c",,,"140000003",
"14746","viessoix",825,"c","14726",,,
"14747","Vieux",731,"c",,,"140000008",
"14748","Vieux-Bourg",88,"c",,,"241400878",
"14749","vieux-fume",448,"c","14431",,,
"14750","vieux-pont-en-auge",301,"c","14654",,,
"14751","Vignats",284,"c",,,"241400514",
"14752","Villers-Bocage",3099,"c",,,"140000004",
"14753","Villers-Canivet",785,"c",,,"241400514",
"14754","Villers-sur-Mer",2739,"c",,,"241400415",
"14755","Villerville",694,"c",,,"241400415",
"14756","La Villette",218,"c",,,"140000006",
"14757","villiers-le-sec",299,"c","14200",,,
"14758","Villons-les-Buissons",719,"c",,,"140000001",
"14759","Villy-lez-Falaise",276,"c",,,"241400514",
"14760","Villy-Bocage",799,"c",,,"140000004",
"14761","Vimont",724,"c",,,"140000009",
"14762","Vire Normandie",17839,"c",,,"140000006",
"14762","vire",11936,"c","14762",,,
"14763","vouilly",159,"c","14342",,,
"14764","Pont-d'Ouilly",1058,"c",,,"241400514",
"27001","Aclou",300,"c",,,"270000004",
"27002","Acon",484,"c",,,"270000005",
"27003","Acquigny",1518,"c",,,"200035665",
"27004","Aigleville",375,"c",,,"270000007",
"27005","Ailly",1158,"c",,,"242700623",
"27006","Aizier",132,"c",,,"270000001",
"27007","ajou",256,"c","27049",,,
"27008","Alizay",1471,"c",,,"200035665",
"27009","Ambenay",582,"c",,,"270000005",
"27010","Amécourt",170,"c",,,"270000008",
"27011","Amfreville-Saint-Amand",1208,"c",,,"270000001",
"27011","amfreville-la-campagne",907,"c","27011",,,
"27012","Amfreville-les-Champs",462,"c",,,"270000009",
"27013","Amfreville-sous-les-Monts",516,"c",,,"200035665",
"27014","Amfreville-sur-Iton",793,"c",,,"200035665",
"27015","Andé",1216,"c",,,"200035665",
"27016","Les Andelys",8186,"c",,,"270000007",
"27017","Angerville-la-Campagne",1122,"c",,,"270000006",
"27018","Appeville-Annebault",999,"c",,,"270000002",
"27019","Armentières-sur-Avre",173,"c",,,"270000005",
"27020","Arnières-sur-Iton",1560,"c",,,"270000006",
"27020","arnieres-sur-iton",1593,"c","27044",,,
"27021","Asnières",311,"c",,,"270000003",
"27022","Le Val d'Hazey",5514,"c",,,"242700623",
"27022","aubevoye",4852,"c","27022",,,
"27023","Aulnay-sur-Iton",719,"c",,,"242700276",
"27024","le roncenay-authenay",395,"c","27198",,,
"27025","Autheuil-Authouillet",958,"c",,,"242700623",
"27026","Authevernes",382,"c",,,"270000008",
"27027","Les Authieux",290,"c",,,"270000006",
"27028","Authou",337,"c",,,"270000002",
"27031","Aviron",1108,"c",,,"270000006",
"27032","Chambois",1318,"c",,,"270000005",
"27032","avrilly",449,"c","27032",,,
"27033","Bacquepuis",324,"c",,,"242700607",
"27034","Bacqueville",604,"c",,,"270000009",
"27035","Bailleul-la-Vallée",125,"c",,,"270000003",
"27036","Bâlines",541,"c",,,"270000005",
"27037","Barc",1169,"c",,,"270000004",
"27038","Les Barils",228,"c",,,"270000005",
"27039","Barneville-sur-Seine",498,"c",,,"270000001",
"27040","Barquet",436,"c",,,"270000004",
"27041","la barre-en-ouche",1011,"c","27049",,,
"27042","Barville",59,"c",,,"270000003",
"27043","Les Baux-de-Breteuil",669,"c",,,"270000005",
"27044","Les Baux-Sainte-Croix",881,"c",,,"270000006",
"27044","les baux-sainte-croix",908,"c","27044",,,
"27045","Bazincourt-sur-Epte",757,"c",,,"270000008",
"27046","Bazoques",166,"c",,,"270000003",
"27047","Beaubray",316,"c",,,"242700276",
"27048","Beauficel-en-Lyons",194,"c",,,"270000009",
"27049","Mesnil-en-Ouche",4694,"c",,,"270000004",
"27049","beaumesnil",568,"c","27049",,,
"27050","Beaumontel",676,"c",,,"270000004",
"27051","Beaumont-le-Roger",2980,"c",,,"270000004",
"27052","Le Bec-Hellouin",421,"c",,,"270000004",
"27053","Le Bec-Thomas",209,"c",,,"270000001",
"27054","Bémécourt",517,"c",,,"270000005",
"27055","Bérengeville-la-Campagne",309,"c",,,"242700607",
"27056","Bernay",10435,"c",,,"270000004",
"27057","Bernienville",276,"c",,,"242700607",
"27058","bernieres-sur-seine",328,"c","27676",,,
"27059","Bernouville",301,"c",,,"270000008",
"27060","berthenonville",240,"c","27213",,,
"27061","Berthouville",308,"c",,,"270000004",
"27062","Les Monts du Roumois",1554,"c",,,"270000001",
"27062","berville-en-roumois",788,"c","27062",,,
"27063","Berville-la-Campagne",230,"c",,,"270000004",
"27064","Berville-sur-Mer",678,"c",,,"140000011",
"27065","Beuzeville",4513,"c",,,"140000011",
"27066","Bézu-la-Forêt",285,"c",,,"270000009",
"27067","Bézu-Saint-Éloi",1479,"c",,,"270000008",
"27068","Bois-Anzeray",176,"c",,,"270000005",
"27069","Bois-Arnault",733,"c",,,"270000005",
"27070","Boisemont",749,"c",,,"270000007",
"27071","Le Bois-Hellain",230,"c",,,"270000003",
"27072","Bois-Jérôme-Saint-Ouen",747,"c",,,"270000007",
"27073","Bois-le-Roi",1118,"c",,,"270000006",
"27074","Boisney",289,"c",,,"270000004",
"27075","Bois-Normand-près-Lyre",366,"c",,,"270000005",
"27076","Boisset-les-Prévanches",450,"c",,,"270000007",
"27077","Boissey-le-Châtel",906,"c",,,"270000001",
"27078","La Boissière",272,"c",,,"270000007",
"27079","Boissy-Lamberville",327,"c",,,"270000003",
"27081","Boncourt",187,"c",,,"270000006",
"27082","La Bonneville-sur-Iton",2285,"c",,,"242700276",
"27083","Bonneville-Aptot",255,"c",,,"270000002",
"27084","bosc-benard-commin",315,"c","27105",,,
"27085","Flancourt-Crescy-en-Roumois",1342,"c",,,"270000001",
"27085","bosc-benard-crescy",361,"c","27085",,,
"27088","bosc-renoult-en-ouche",157,"c","27049",,,
"27089","Thénouville",838,"c",,,"270000001",
"27089","bosc-renoult-en-roumois",428,"c","27089",,,
"27090","Bosroumois",3491,"c",,,"270000001",
"27090","le bosc-roger-en-roumois",3143,"c","27090",,,
"27091","Bosgouet",648,"c",,,"270000001",
"27092","bosguerard-de-marcouville",599,"c","27062",,,
"27093","bosnormand",329,"c","27090",,,
"27094","Bosquentin",138,"c",,,"270000009",
"27095","Bosrobert",634,"c",,,"270000004",
"27096","Les Bottereaux",361,"c",,,"270000005",
"27097","Bouafles",637,"c",,,"270000007",
"27098","Bouchevilliers",76,"c",,,"760000003",
"27099","Le Boulay-Morin",757,"c",,,"270000006",
"27100","Boulleville",1099,"c",,,"140000011",
"27101","Bouquelon",443,"c",,,"270000001",
"27102","Bouquetot",1092,"c",,,"270000001",
"27103","Bourg-Achard",3405,"c",,,"270000001",
"27104","Bourg-Beaudouin",730,"c",,,"270000009",
"27105","Grand Bourgtheroulde",3647,"c",,,"270000001",
"27105","bourgtheroulde-infreville",2848,"c","27105",,,
"27106","Bournainville-Faverolles",459,"c",,,"270000003",
"27107","Bourneville-Sainte-Croix",1253,"c",,,"270000001",
"27107","bourneville",913,"c","27107",,,
"27108","Bourth",1276,"c",,,"270000005",
"27109","Bray",377,"c",,,"270000004",
"27110","Brestot",532,"c",,,"270000002",
"27111","Bretagnolles",198,"c",,,"270000006",
"27112","Breteuil",4560,"c",,,"270000005",
"27112","breteuil",3295,"c","27112",,,
"27113","Brétigny",153,"c",,,"270000004",
"27114","Breuilpont",1199,"c",,,"270000007",
"27115","Breux-sur-Avre",347,"c",,,"270000005",
"27116","Brionne",4312,"c",,,"270000004",
"27117","Broglie",1099,"c",,,"270000004",
"27118","Brosville",631,"c",,,"242700607",
"27119","Bueil",1572,"c",,,"270000007",
"27120","Burey",385,"c",,,"242700276",
"27121","bus-saint-remy",331,"c","27213",,,
"27122","cahaignes",359,"c","27213",,,
"27123","Caillouet-Orgeville",438,"c",,,"270000007",
"27124","Cailly-sur-Eure",225,"c",,,"242700623",
"27125","Calleville",663,"c",,,"270000004",
"27126","Campigny",1132,"c",,,"270000002",
"27127","Canappeville",661,"c",,,"242700607",
"27128","cantiers",210,"c","27213",,,
"27129","Caorches-Saint-Nicolas",586,"c",,,"270000004",
"27130","Capelle-les-Grands",439,"c",,,"270000004",
"27131","carsix",244,"c","27425",,,
"27132","Caugé",829,"c",,,"270000006",
"27133","Caumont",1018,"c",,,"270000001",
"27134","Cauverville-en-Roumois",241,"c",,,"270000001",
"27135","Cesseville",471,"c",,,"242700607",
"27136","Chaignes",272,"c",,,"270000007",
"27137","Chaise-Dieu-du-Theil",237,"c",,,"270000005",
"27138","Chamblac",390,"c",,,"270000004",
"27139","Chambord",152,"c",,,"270000005",
"27140","Chambray",438,"c",,,"270000007",
"27141","Champ-Dolent",70,"c",,,"242700276",
"27142","Champenard",245,"c",,,"242700623",
"27143","Champignolles",38,"c",,,"270000005",
"27144","Champigny-la-Futelaye",271,"c",,,"270000006",
"27145","chanteloup",89,"c","27157",,,
"27146","La Chapelle-Bayvel",399,"c",,,"270000003",
"27147","La Chapelle-du-Bois-des-Faulx",560,"c",,,"270000006",
"27148","La Chapelle-Gauthier",406,"c",,,"270000004",
"27149","La Chapelle-Hareng",87,"c",,,"270000003",
"27150","la chapelle-reanville",1137,"c","27554",,,
"27151","Charleval",1833,"c",,,"270000009",
"27152","Château-sur-Epte",615,"c",,,"270000007",
"27153","Chauvincourt-Provemont",355,"c",,,"270000008",
"27154","Chavigny-Bailleul",568,"c",,,"270000006",
"27155","Chennebrun",114,"c",,,"270000005",
"27156","Chéronvilliers",520,"c",,,"270000005",
"27157","Marbois",1371,"c",,,"270000005",
"27157","le chesne",563,"c","27157",,,
"27158","Cierrey",721,"c",,,"270000006",
"27159","cintray",451,"c","27112",,,
"27160","civieres",219,"c","27213",,,
"27161","Claville",1083,"c",,,"242700276",
"27162","Collandres-Quincarnon",212,"c",,,"242700276",
"27163","Colletot",196,"c",,,"270000002",
"27164","Combon",836,"c",,,"270000004",
"27165","Conches-en-Ouche",5076,"c",,,"242700276",
"27166","conde-sur-iton",900,"c","27198",,,
"27167","Condé-sur-Risle",628,"c",,,"270000002",
"27168","Connelles",198,"c",,,"200035665",
"27169","Conteville",962,"c",,,"140000011",
"27170","Cormeilles",1156,"c",,,"270000003",
"27171","Le Cormier",404,"c",,,"270000007",
"27172","corneuil",502,"c","27032",,,
"27173","Corneville-la-Fouquetière",120,"c",,,"270000004",
"27174","Corneville-sur-Risle",1314,"c",,,"270000002",
"27175","Corny",375,"c",,,"270000007",
"27176","Coudray",217,"c",,,"270000008",
"27177","Coudres",542,"c",,,"270000006",
"27179","Courbépine",730,"c",,,"270000004",
"27180","Courcelles-sur-Seine",1962,"c",,,"242700623",
"27181","Courdemanche",609,"c",,,"270000005",
"27182","Courteilles",148,"c",,,"270000005",
"27183","La Couture-Boussey",2311,"c",,,"270000006",
"27184","Crasville",128,"c",,,"200035665",
"27185","Crestot",520,"c",,,"242700607",
"27187","Criquebeuf-la-Campagne",288,"c",,,"242700607",
"27188","Criquebeuf-sur-Seine",1338,"c",,,"200035665",
"27189","La Croisille",440,"c",,,"242700276",
"27190","Croisy-sur-Eure",206,"c",,,"270000007",
"27191","Clef Vallée d'Eure",2468,"c",,,"242700623",
"27191","la croix-saint-leufroy",1087,"c","27191",,,
"27192","Crosville-la-Vieille",581,"c",,,"242700607",
"27193","Croth",1296,"c",,,"270000006",
"27194","Cuverville",239,"c",,,"270000007",
"27195","dame-marie",99,"c","27578",,,
"27196","Les Damps",1305,"c",,,"200035665",
"27197","dampsmesnil",200,"c","27213",,,
"27198","Mesnils-sur-Iton",4462,"c",,,"270000005",
"27198","damville",1970,"c","27198",,,
"27199","Dangu",590,"c",,,"270000008",
"27200","Dardez",158,"c",,,"270000006",
"27201","Daubeuf-la-Campagne",232,"c",,,"242700607",
"27202","Daubeuf-près-Vatteville",480,"c",,,"270000007",
"27203","Douains",491,"c",,,"270000007",
"27204","Doudeauville-en-Vexin",305,"c",,,"270000008",
"27205","Douville-sur-Andelle",435,"c",,,"270000009",
"27206","Droisy",428,"c",,,"270000005",
"27207","Drucourt",586,"c",,,"270000003",
"27208","Duranville",155,"c",,,"270000003",
"27209","Écaquelon",601,"c",,,"270000002",
"27210","Écardenville-la-Campagne",475,"c",,,"270000004",
"27211","ecardenville-sur-eure",533,"c","27191",,,
"27212","Écauville",114,"c",,,"242700607",
"27213","Vexin-sur-Epte",6031,"c",,,"270000007",
"27213","ecos",1012,"c","27213",,,
"27214","Écouis",833,"c",,,"270000007",
"27215","Ecquetot",394,"c",,,"242700607",
"27216","Émalleville",537,"c",,,"270000006",
"27217","Émanville",594,"c",,,"242700607",
"27218","Épaignes",1529,"c",,,"270000003",
"27219","Épégard",560,"c",,,"242700607",
"27220","Épieds",369,"c",,,"270000006",
"27221","epinay",337,"c","27049",,,
"27222","Épreville-en-Lieuvin",214,"c",,,"270000003",
"27223","epreville-en-roumois",384,"c","27085",,,
"27224","Épreville-près-le-Neubourg",491,"c",,,"242700607",
"27225","les essarts",408,"c","27157",,,
"27226","Étrépagny",3911,"c",,,"270000008",
"27227","Étréville",661,"c",,,"270000001",
"27228","Éturqueraye",277,"c",,,"270000001",
"27229","Évreux",49461,"c",,,"270000006",
"27230","Ézy-sur-Eure",3561,"c",,,"200040277",
"27231","Fains",388,"c",,,"270000007",
"27232","Farceaux",342,"c",,,"270000008",
"27233","Fatouville-Grestain",766,"c",,,"140000011",
"27234","Fauville",332,"c",,,"270000006",
"27235","Faverolles-la-Campagne",141,"c",,,"242700276",
"27237","Le Favril",175,"c",,,"270000003",
"27238","Ferrières-Haut-Clocher",1233,"c",,,"242700276",
"27239","Ferrières-Saint-Hilaire",416,"c",,,"270000004",
"27240","La Ferrière-sur-Risle",230,"c",,,"242700276",
"27241","Feuguerolles",180,"c",,,"242700607",
"27242","Le Fidelaire",1012,"c",,,"242700276",
"27243","Fiquefleur-Équainville",696,"c",,,"140000011",
"27244","flancourt-catelon",482,"c","27085",,,
"27245","Fleury-la-Forêt",276,"c",,,"270000009",
"27246","Fleury-sur-Andelle",1889,"c",,,"270000009",
"27247","Flipou",341,"c",,,"270000009",
"27248","Folleville",211,"c",,,"270000003",
"27248","folleville",204,"c","27627",,,
"27249","Fontaine-Bellenger",1095,"c",,,"242700623",
"27250","fontaine-heudebourg",706,"c","27191",,,
"27251","Fontaine-l'Abbé",538,"c",,,"270000004",
"27252","Fontaine-la-Louvet",342,"c",,,"270000003",
"27253","fontaine-la-soret",402,"c","27425",,,
"27254","Fontaine-sous-Jouy",865,"c",,,"270000007",
"27255","fontenay",327,"c","27213",,,
"27256","La Forêt-du-Parc",574,"c",,,"270000006",
"27257","foret-la-folie",477,"c","27213",,,
"27258","Fort-Moville",466,"c",,,"140000011",
"27259","Foucrainville",74,"c",,,"270000006",
"27260","Foulbec",641,"c",,,"140000011",
"27261","Fouqueville",456,"c",,,"270000001",
"27262","fourges",804,"c","27213",,,
"27263","Fourmetot",662,"c",,,"270000002",
"27264","fours-en-vexin",191,"c","27213",,,
"27265","francheville",1249,"c","27679",,,
"27266","Franqueville",332,"c",,,"270000004",
"27267","Freneuse-sur-Risle",355,"c",,,"270000002",
"27268","Le Fresne",319,"c",,,"242700276",
"27269","Fresne-Cauverville",209,"c",,,"270000003",
"27270","Fresne-l'Archevêque",565,"c",,,"270000007",
"27271","Fresney",338,"c",,,"270000006",
"27273","Gadencourt",383,"c",,,"270000007",
"27274","gaillardbois-cressenville",419,"c","27294",,,
"27275","Gaillon",7059,"c",,,"242700623",
"27276","Gamaches-en-Vexin",316,"c",,,"270000008",
"27277","La Baronnie",689,"c",,,"270000006",
"27277","garencieres",558,"c","27277",,,
"27278","Garennes-sur-Eure",1884,"c",,,"270000006",
"27279","Gasny",3094,"c",,,"270000007",
"27280","Gauciel",916,"c",,,"270000006",
"27281","Gaudreville-la-Rivière",222,"c",,,"242700276",
"27282","Gauville-la-Campagne",528,"c",,,"270000006",
"27283","gisay-la-coudre",234,"c","27049",,,
"27284","Gisors",11369,"c",,,"270000008",
"27285","Giverny",514,"c",,,"270000007",
"27286","Giverville",354,"c",,,"270000003",
"27287","Glisolles",818,"c",,,"242700276",
"27288","Glos-sur-Risle",563,"c",,,"270000002",
"27289","La Goulafrière",167,"c",,,"270000004",
"27290","Goupillières",868,"c",,,"270000004",
"27291","Gournay-le-Guérin",137,"c",,,"270000005",
"27292","gouttieres",196,"c","27049",,,
"27293","gouville",532,"c","27198",,,
"27294","Val d'Orger",992,"c",,,"270000009",
"27294","grainville",569,"c","27294",,,
"27295","Grand-Camp",479,"c",,,"270000004",
"27296","granchain",207,"c","27049",,,
"27297","Grandvilliers",342,"c",,,"270000005",
"27298","Graveron-Sémerville",294,"c",,,"242700607",
"27299","Gravigny",3935,"c",,,"270000006",
"27300","Grosley-sur-Risle",527,"c",,,"270000004",
"27301","Grossuvre",1114,"c",,,"270000006",
"27302","Le Bosc du Theil",1330,"c",,,"270000001",
"27302","le gros-theil",950,"c","27302",,,
"27303","guernanville",93,"c","27565",,,
"27304","Guerny",171,"c",,,"270000008",
"27305","la gueroulde",806,"c","27112",,,
"27306","Guichainville",2557,"c",,,"270000006",
"27307","Guiseniers",450,"c",,,"270000007",
"27308","guitry",269,"c","27213",,,
"27309","L'Habit",525,"c",,,"270000006",
"27310","Hacqueville",450,"c",,,"270000008",
"27311","Harcourt",982,"c",,,"270000004",
"27312","Hardencourt-Cocherel",253,"c",,,"270000007",
"27313","La Harengère",563,"c",,,"270000001",
"27313","la harengere",540,"c","27313",,,
"27315","Harquency",264,"c",,,"270000007",
"27316","Hauville",1299,"c",,,"270000001",
"27317","La Haye-Aubrée",468,"c",,,"270000001",
"27318","La Haye-de-Calleville",279,"c",,,"270000004",
"27319","La Haye-de-Routot",293,"c",,,"270000001",
"27320","La Haye-du-Theil",298,"c",,,"270000001",
"27321","La Haye-le-Comte",137,"c",,,"200035665",
"27322","La Haye-Malherbe",1459,"c",,,"200035665",
"27323","La Haye-Saint-Sylvestre",279,"c",,,"270000005",
"27324","Hébécourt",579,"c",,,"270000008",
"27325","Hecmanville",167,"c",,,"270000004",
"27326","Hécourt",347,"c",,,"270000007",
"27327","Hectomare",227,"c",,,"242700607",
"27329","Hennezis",771,"c",,,"270000007",
"27330","Herqueville",149,"c",,,"200035665",
"27331","Heubécourt-Haricourt",458,"c",,,"270000007",
"27332","Heudebouville",791,"c",,,"200035665",
"27333","Heudicourt",641,"c",,,"270000008",
"27334","Heudreville-en-Lieuvin",105,"c",,,"270000003",
