"id","Nom","pop","type","c","p","e","s"
"14316","Grangues",244,"c",,,"140000010",
"14317","la graverie",1117,"c","14061",,,
"14318","Graye-sur-Mer",626,"c",,,"140000005",
"14319","Grentheville",861,"c",,,"140000001",
"14320","Grimbosq",294,"c",,,"140000007",
"14322","Guéron",247,"c",,,"241400555",
"14324","hamars",439,"c","14689",,,
"14325","Hermanville-sur-Mer",2973,"c",,,"140000001",
"14326","Hermival-les-Vaux",838,"c",,,"140000002",
"14327","Hérouville-Saint-Clair",21878,"c",,,"140000001",
"14328","Hérouvillette",1154,"c",,,"140000010",
"14329","Heuland",75,"c",,,"140000010",
"14330","heurtevent",211,"c","14371",,,
"14331","hieville",281,"c","14654",,,
"14332","La Hoguette",717,"c",,,"241400514",
"14333","Honfleur",7440,"c",,,"140000011",
"14334","L'Hôtellerie",318,"c",,,"140000002",
"14335","Hotot-en-Auge",310,"c",,,"241400761",
"14336","Hottot-les-Bagues",482,"c",,,"140000005",
"14337","La Houblonnière",327,"c",,,"140000002",
"14338","Houlgate",1965,"c",,,"140000010",
"14339","Hubert-Folie",352,"c",,,"140000001",
"14341","Ifs",11525,"c",,,"140000001",
"14342","Isigny-sur-Mer",3754,"c",,,"140000003",
"14342","isigny-sur-mer",2798,"c","14342",,,
"14343","Les Isles-Bardel",67,"c",,,"241400514",
"14344","Janville",367,"c",,,"140000009",
"14345","Jort",299,"c",,,"241400514",
"14346","Juaye-Mondaye",670,"c",,,"241400555",
"14347","Dialan sur Chaîne",1088,"c",,,"140000004",
"14347","jurques",670,"c","14347",,,
"14348","Juvigny-sur-Seulles",81,"c",,,"140000005",
"14349","Laize-Clinchamps",1857,"c",,,"140000008",
"14349","laize-la-ville",638,"c","14349",,,
"14350","la lande-sur-drome",65,"c","14672",,,
"14352","Landelles-et-Coupigny",887,"c",,,"140000006",
"14353","Landes-sur-Ajon",406,"c",,,"140000004",
"14354","Langrune-sur-Mer",1701,"c",,,"241400860",
"14355","Ponts sur Seulles",1145,"c",,,"140000005",
"14355","lantheuil",652,"c","14355",,,
"14356","lasson",600,"c","14543",,,
"14357","Terres de Druance",948,"c",,,"140000006",
"14357","lassy",344,"c","14357",,,
"14358","Léaupartie",94,"c",,,"241400761",
"14359","lecaude",151,"c","14431",,,
"14360","Leffard",189,"c",,,"241400514",
"14361","lenault",187,"c","14174",,,
"14362","Lessard-et-le-Chêne",152,"c",,,"140000002",
"14364","Lingèvres",476,"c",,,"140000005",
"14365","Lion-sur-Mer",2421,"c",,,"140000001",
"14366","Lisieux",20881,"c",,,"140000002",
"14367","Lison",455,"c",,,"140000003",
"14368","Lisores",282,"c",,,"140000002",
"14369","Litteau",274,"c",,,"140000003",
"14370","Le Molay-Littry",3092,"c",,,"140000003",
"14371","Livarot-Pays-d'Auge",6516,"c",,,"140000002",
"14371","livarot",2226,"c","14371",,,
"14372","livry",771,"c","14143",,,
"14373","le locheur",271,"c","14475",,,
"14374","Les Loges",117,"c",,,"140000004",
"14374","les loges",133,"c","14374",,,
"14375","Les Loges-Saulces",174,"c",,,"241400514",
"14376","longraye",242,"c","14011",,,
"14377","Longues-sur-Mer",624,"c",,,"241400555",
"14378","Longueville",314,"c",,,"140000003",
"14379","Longvillers",366,"c",,,"140000004",
"14380","Loucelles",183,"c",,,"140000005",
"14381","Louvagny",63,"c",,,"241400514",
"14382","louvieres",72,"c","14281",,,
"14383","Louvigny",2814,"c",,,"140000001",
"14384","Luc-sur-Mer",3160,"c",,,"241400860",
"14385","Magny-en-Bessin",161,"c",,,"241400555",
"14386","magny-la-campagne",587,"c","14431",,,
"14387","magny-le-freule",304,"c","14431",,,
"14388","maisoncelles-la-jourdan",470,"c","14762",,,
"14389","Maisoncelles-Pelvey",263,"c",,,"140000004",
"14390","Maisoncelles-sur-Ajon",194,"c",,,"140000004",
"14391","Maisons",391,"c",,,"140000003",
"14393","Maizet",330,"c",,,"140000008",
"14394","Maizières",452,"c",,,"241400514",
"14395","malloue",28,"c","14061",,,
"14396","Maltot",1041,"c",,,"140000008",
"14397","Mandeville-en-Bessin",360,"c",,,"140000003",
"14398","Manerbe",556,"c",,,"241400761",
"14399","Manneville-la-Pipard",300,"c",,,"241400878",
"14400","Le Manoir",203,"c",,,"241400555",
"14401","Manvieux",129,"c",,,"241400555",
"14402","Le Marais-la-Chapelle",108,"c",,,"241400514",
"14403","Marolles",772,"c",,,"140000002",
"14404","Martainville",117,"c",,,"140000007",
"14405","Martigny-sur-l'Ante",312,"c",,,"241400514",
"14406","Moulins en Bessin",1137,"c",,,"140000005",
"14406","martragny",370,"c","14406",,,
"14407","Mathieu",2106,"c",,,"140000001",
"14408","May-sur-Orne",1850,"c",,,"140000008",
"14409","Merville-Franceville-Plage",2187,"c",,,"140000010",
"14410","Méry-Bissières-en-Auge",1181,"c",,,"140000002",
"14410","mery-corbon",1012,"c","14410",,,
"14411","Meslay",264,"c",,,"140000007",
"14412","Le Mesnil-au-Grain",69,"c",,,"140000004",
"14413","le mesnil-auzouf",358,"c","14347",,,
"14414","le mesnil-bacley",218,"c","14371",,,
"14415","le mesnil-benoist",53,"c","14658",,,
"14416","le mesnil-caussois",122,"c","14658",,,
"14417","mesnil-clinchamps",979,"c","14658",,,
"14418","le mesnil-durand",302,"c","14371",,,
"14419","Le Mesnil-Eudes",271,"c",,,"140000002",
"14420","le mesnil-germain",273,"c","14371",,,
"14421","Le Mesnil-Guillaume",616,"c",,,"140000002",
"14422","le mesnil-mauger",1047,"c","14431",,,
"14423","le mesnil-patry",294,"c","14098",,,
"14424","Le Mesnil-Robert",200,"c",,,"140000006",
"14425","Le Mesnil-Simon",173,"c",,,"140000002",
"14426","Le Mesnil-sur-Blangy",166,"c",,,"241400878",
"14427","Le Mesnil-Villement",298,"c",,,"241400514",
"14429","meulles",392,"c","14371",,,
"14430","Meuvaines",143,"c",,,"140000005",
"14431","Mézidon Vallée d'Auge",9886,"c",,,"140000002",
"14431","mezidon-canon",4972,"c","14431",,,
"14432","missy",557,"c","14475",,,
"14433","mittois",164,"c","14654",,,
"14435","Les Monceaux",177,"c",,,"140000002",
"14436","Monceaux-en-Bessin",548,"c",,,"241400555",
"14437","Mondeville",9678,"c",,,"140000001",
"14438","Mondrainville",501,"c",,,"140000008",
"14439","Monfréville",103,"c",,,"140000003",
"14440","montamy",90,"c","14061",,,
"14441","mont-bertrand",240,"c","14061",,,
"14442","montchamp",568,"c","14726",,,
"14443","montchauvet",374,"c","14061",,,
"14444","monteille",153,"c","14431",,,
"14445","Montfiquet",96,"c",,,"140000003",
"14446","Montigny",96,"c",,,"140000008",
"14448","Montreuil-en-Auge",50,"c",,,"241400761",
"14449","Monts-en-Bessin",419,"c",,,"140000004",
"14450","montviette",176,"c","14654",,,
"14452","Morteaux-Coulibuf",609,"c",,,"241400514",
"14453","Mosles",367,"c",,,"140000003",
"14454","Mouen",1413,"c",,,"140000001",
"14455","Moulines",279,"c",,,"140000007",
"14456","Moult-Chicheboville",2685,"c",,,"140000009",
"14456","moult",1920,"c","14456",,,
"14457","Les Moutiers-en-Auge",112,"c",,,"241400514",
"14458","Les Moutiers-en-Cinglais",457,"c",,,"140000007",
"14459","les moutiers-hubert",49,"c","14371",,,
"14460","Moyaux",1339,"c",,,"140000002",
"14461","Mutrécy",364,"c",,,"140000007",
"14462","neuilly-la-foret",461,"c","14342",,,
"14465","Nonant",489,"c",,,"241400555",
"14466","Norolles",294,"c",,,"241400878",
"14467","Noron-l'Abbaye",320,"c",,,"241400514",
"14468","Noron-la-Poterie",385,"c",,,"140000003",
"14469","Norrey-en-Auge",98,"c",,,"241400514",
"14471","notre-dame-de-courson",430,"c","14371",,,
"14473","Notre-Dame-de-Livaye",126,"c",,,"241400761",
"14474","Notre-Dame-d'Estrées-Corbon",234,"c",,,"241400761",
"14474","notre-dame-d'estrees",173,"c","14474",,,
"14475","Val d'Arry",2273,"c",,,"140000004",
"14475","noyers-bocage",1092,"c","14475",,,
"14476","Olendon",199,"c",,,"241400514",
"14477","ondefontaine",324,"c","14027",,,
"14478","Orbec",2240,"c",,,"140000002",
"14480","Osmanville",572,"c",,,"140000003",
"14481","les oubeaux",220,"c","14342",,,
"14482","Ouézy",222,"c",,,"140000009",
"14483","Ouffières",190,"c",,,"140000007",
"14484","Ouilly-du-Houley",228,"c",,,"140000002",
"14486","Ouilly-le-Tesson",579,"c",,,"241400514",
"14487","Ouilly-le-Vicomte",842,"c",,,"140000002",
"14488","Ouistreham",9253,"c",,,"140000001",
"14489","ouville-la-bien-tournee",219,"c","14654",,,
"14491","Parfouru-sur-Odon",196,"c",,,"140000004",
"14492","Pennedepie",284,"c",,,"140000011",
"14493","percy-en-auge",242,"c","14431",,,
"14494","Périers-en-Auge",137,"c",,,"140000010",
"14495","Périers-sur-le-Dan",485,"c",,,"140000001",
"14496","Périgny",58,"c",,,"140000006",
"14497","Perrières",321,"c",,,"241400514",
"14498","Pertheville-Ners",247,"c",,,"241400514",
"14499","Petiville",498,"c",,,"140000010",
"14500","Pierrefitte-en-Auge",156,"c",,,"241400878",
"14501","Pierrefitte-en-Cinglais",263,"c",,,"241400514",
"14502","Pierrepont",93,"c",,,"241400514",
"14503","pierres",195,"c","14726",,,
"14504","Le Pin",804,"c",,,"140000002",
"14505","Placy",157,"c",,,"140000007",
"14506","Planquery",226,"c",,,"140000003",
"14508","le plessis-grimoult",358,"c","14027",,,
"14509","Plumetot",232,"c",,,"241400860",
"14510","La Pommeraye",54,"c",,,"140000007",
"14511","Pont-Bellanger",65,"c",,,"140000006",
"14512","Pontécoulant",86,"c",,,"140000006",
"14513","Pont-Farcy",543,"c",,,"140000006",
"14514","Pont-l'Évêque",4579,"c",,,"241400878",
"14515","Port-en-Bessin-Huppain",1950,"c",,,"241400555",
"14516","Potigny",2021,"c",,,"241400514",
"14517","poussy-la-campagne",93,"c","14005",,,
"14518","preaux-saint-sebastien",36,"c","14371",,,
"14519","Préaux-Bocage",111,"c",,,"140000008",
"14520","Le Pré-d'Auge",877,"c",,,"140000002",
"14521","presles",270,"c","14726",,,
"14522","Prêtreville",440,"c",,,"140000002",
"14523","proussy",406,"c","14174",,,
"14524","Putot-en-Auge",299,"c",,,"140000010",
"14525","putot-en-bessin",388,"c","14098",,,
"14527","Belle Vie en Auge",518,"c",,,"140000002",
"14527","bieville-quetieville",315,"c","14527",,,
"14528","Quetteville",374,"c",,,"140000011",
"14529","Ranchy",232,"c",,,"241400555",
"14530","Ranville",1706,"c",,,"140000010",
"14531","Rapilly",47,"c",,,"241400514",
"14532","le reculey",263,"c","14061",,,
"14533","Repentigny",90,"c",,,"241400761",
"14534","Reux",420,"c",,,"241400878",
"14535","Reviers",585,"c",,,"241400860",
"14536","La Rivière-Saint-Sauveur",2371,"c",,,"140000011",
"14538","Rocquancourt",851,"c",,,"140000001",
"14539","la rocque",93,"c","14726",,,
"14540","Rocques",294,"c",,,"140000002",
"14541","La Roque-Baignard",109,"c",,,"241400761",
"14542","Rosel",580,"c",,,"140000001",
"14543","Rots",2397,"c",,,"140000001",
"14543","rots",1436,"c","14543",,,
"14544","roucamps",206,"c","14027",,,
"14545","roullours",891,"c","14762",,,
"14546","Rouvres",203,"c",,,"241400514",
"14547","Rubercy",154,"c",,,"140000003",
"14548","rucqueville",128,"c","14406",,,
"14549","rully",215,"c","14726",,,
"14550","Rumesnil",98,"c",,,"241400761",
"14551","russy",182,"c","14591",,,
"14552","Ryes",504,"c",,,"241400555",
"14553","saint-agnan-le-malherbe",115,"c","14037",,,
"14554","Saint-Aignan-de-Cramesnil",537,"c",,,"140000001",
"14555","Saint-André-d'Hébertot",453,"c",,,"241400878",
"14556","Saint-André-sur-Orne",1793,"c",,,"140000001",
"14557","Saint-Arnoult",1207,"c",,,"241400415",
"14557","saint-arnoult",1174,"c","14557",,,
"14558","Saint-Aubin-d'Arquenay",775,"c",,,"140000001",
"14559","Saint-Aubin-des-Bois",230,"c",,,"140000006",
"14562","Saint-Aubin-sur-Mer",2342,"c",,,"241400860",
"14563","Saint-Benoît-d'Hébertot",413,"c",,,"241400878",
"14564","saint-charles-de-percy",195,"c","14726",,,
"14565","Saint-Côme-de-Fresné",257,"c",,,"241400555",
"14566","Saint-Contest",2476,"c",,,"140000001",
"14568","sainte-croix-grand-tonne",297,"c","14098",,,
"14569","Sainte-Croix-sur-Mer",250,"c",,,"140000005",
"14570","Valorbiquet",2506,"c",,,"140000002",
"14570","saint-cyr-du-ronceray",615,"c","14570",,,
"14571","Saint-Denis-de-Mailloc",292,"c",,,"140000002",
