"insee","11","12","13","14","15","21","22","23","24","31","32","51","xx"
"14168",29.04,20.52,0,1.33,0.1,184.64,0.18,738.17,0.55,3.63,98.22,29.5,0
"14169",7,7.6,0,0.48,0,249.38,0,57.53,0.07,7.9,8.23,2.26,0
"14170",21.2,7.93,0,0.61,1.76,224.63,0,10.64,0.4,0.13,8.25,0.39,0
"14171",5.93,10.37,0,0.85,0.14,173.63,0,114.87,0.04,113.95,34.87,1.07,0
"14172",33.25,16.97,0,2.68,2.54,325,0,190.42,0.36,23.71,69,2.91,0
"14173",23.2,24.88,0,3.21,0.76,912.78,0.07,84.31,6.77,13.98,62.04,1.22,0
"14174",190.32,79.26,0,21.02,16.59,461.58,13.47,311.97,1.46,6.22,139.53,9.82,0
"14175",11.82,7.6,0,3.26,0.01,102.73,0,94.25,0,0.02,21.88,2.44,0
"14176",5.97,7.21,0,0.06,0,404.76,0,2.42,0.21,0.17,2.36,0.08,0
"14177",57.25,33.86,0,7.52,0.08,92.91,6.87,628.25,0.88,142.32,214.41,14.25,0
"14178",4.45,7.81,0,2.8,0,3.95,0,320.61,0.98,50.79,14.81,11.05,0
"14179",11.16,15.02,0.07,2.18,0.06,69.46,0,316.31,0.14,326.93,156.78,5.62,0
"14180",7.12,11.77,0,0.66,0,156.92,0.1,128.34,0.3,85.11,65.12,2.08,0
"14181",173.27,82.13,0,13.55,10.73,58.44,0.01,3.06,0,2.67,6.1,1.22,0
"14182",31.12,24.22,0,3.01,0,599.82,0,335.39,1.03,6.6,108.24,5.22,0
"14183",8.93,12.04,0,0.42,0.36,57.23,0,264.11,0,65.05,56.47,9.25,0
"14184",12.9,8.15,0,0.95,0.19,192.66,0,127.8,1.14,0.12,34.78,2.35,0
"14185",44.72,21.38,0,4.85,0.45,13.88,3.7,312.65,0.05,8.71,84.14,4.9,0
"14186",22.95,15.66,0,2.59,0.77,354.48,0.2,17.39,1.54,0.65,23.92,0.84,0
"14187",36.9,46.58,0,11.19,0.99,809.86,5.43,545.04,2.35,18.67,115.52,8.03,0
"14188",23.08,27.34,0,1.55,1.68,261.52,0,93.7,0.33,0.11,39.9,1.39,0
"14189",3.43,8.77,0,0.8,0,17.17,0,359.55,0.82,3.62,54.13,4.56,0
"14190",8.35,16.26,0,1.7,0,610.82,0,160.12,6.91,70.62,31.06,1.46,0
"14191",158.22,56.34,0,8.54,5.68,476.86,0,49.17,0.8,0.43,34.19,17.08,0
"14192",25.66,43.35,0,9.87,0,788.1,4.59,686.61,3.96,4.28,137.72,8.07,0
"14193",50.45,33.98,0.02,16.2,0.02,126.4,6.75,604.02,0.16,145.21,291.65,6.29,0
"14194",43.78,38.99,0.15,9.57,0.24,191.26,3.55,513.82,0.09,345.84,248.81,8.8,0
"14195",11.79,16.05,0,1.52,1.42,625.64,0,216.46,0.41,22.33,69.35,3.33,0
"14196",15.39,11.93,0,4.19,0,419.61,0,63.26,1.51,3.56,25.3,1.59,0
"14197",40.83,13.26,0,5.21,0.5,279.14,0,15.22,0.05,0.11,7.87,0.13,0
"14198",21.54,16.47,0,4.22,0.91,57.73,0.27,291.33,0.02,17.86,149.37,1.95,0
"14200",65.66,29.61,0,5.85,5.56,572.65,0,102.91,0.01,31.57,40.13,6.78,0
"14201",17.45,7.97,0,2.27,0.37,37.32,0,75.13,0.36,46.22,25.72,0.78,0
"14202",26.48,6.46,0,5.62,2.02,25.14,0,68.66,0,14.87,32.65,2.56,0
"14203",26.05,24.17,0,3.73,0.81,19.09,0.06,458.8,0.45,25.21,123.07,4.47,0
"14204",22.1,20.89,0,0.55,0,252.72,0,499.33,0.16,3.88,57.37,7.57,0
"14205",11.35,8.23,0,0.82,0.35,276.85,0,63.2,1.06,3.34,22.38,0.26,0
"14206",19.47,20.22,0,3.58,0.6,771.25,0,126.56,0.76,28.62,55.44,3.04,0
"14207",29.98,32.09,0,2.36,3.59,418.5,0,312.69,0.9,110.15,99.83,11.19,0
"14208",21.83,9.82,0,1.99,0.8,176.98,0,108.02,0.39,41.45,76.21,3.96,0
"14209",32.97,23.41,3.27,1.72,0.97,315.85,1.91,307.63,0.05,1.98,86.11,4.23,0
"14210",9.29,7.22,0,0.88,0,23.87,0.87,160.04,0.22,82.75,59.66,2.01,0
"14211",16.29,18.84,0,1.64,1.28,207.81,0,236.89,1.74,192.26,89.41,5.68,0
"14212",9.15,13.23,0,2.36,0,513.39,0.03,78.97,0.38,0.26,38.69,0.58,0
"14213",28.91,27.75,0,1.52,0.82,596.78,0,369.57,1.43,204.87,124.61,10.94,0
"14214",11.87,22.37,0,0.89,0,104.54,0,80.06,0.92,0.11,17.45,1.15,0
"14215",51.82,14.62,0,3.77,5,126.92,0,0.42,0.69,0.03,2.93,0.13,0
"14216",12.57,22.69,0,0.51,0.58,454.54,0,48.14,2.11,62.8,30.39,1.15,0
"14217",11.44,11.73,0,1.03,0,223.76,0,234.07,0.33,0.14,53.14,2.4,0
"14218",31.65,16.67,0,6.11,2.01,18.06,0.34,355.51,0.87,35.26,168.24,2.97,0
"14219",12.6,19.43,0,2.01,0,321.18,17.18,231.14,0.22,376.76,118.49,5.77,0
"14220",194.39,82.69,0,47.29,10.63,0,0,6.81,0,4.59,12.81,18.23,0
"14221",108.51,33.85,0,4.3,8.73,178.51,0,7.87,2.58,0.81,11.21,0.96,0
"14222",4.38,8.89,0,2.16,0,209.12,0.48,136.21,0.83,0.26,34.02,1.95,0
"14223",5.59,10.98,0,0.67,0,197.42,0,216.79,0.37,49.5,66.08,1.86,0
"14224",7.59,8.32,0,0.18,0,167.4,2.53,196.87,0.35,0,27.36,0.39,0
"14225",179.79,68.11,0,10.16,11.94,2.46,1,186.57,0,84.15,81.11,3.81,0
"14226",15,25.13,0,1.71,1.85,456.7,0.28,202.87,0.43,363.12,63.57,3.08,0
"14227",13.76,15.7,0,6.84,0.02,90.08,2.34,320.5,3.02,12.62,155.84,1.74,0
"14228",185.89,68.09,0,13.3,11.84,658.16,0.08,74.53,1.38,26.27,42.46,3.71,0
"14229",68.75,24.03,0.33,10.2,3.66,30.99,0,151.78,0.02,134.64,98.96,2.13,0
"14230",13.66,9.55,0,1.86,0,75.5,0.36,146.09,0.38,13.42,62.49,0.74,0
"14231",30.49,21.38,0,10.24,1.66,147.29,0.8,582.59,0.15,22.39,313.94,3.17,0
"14232",9.59,7.42,0,0.85,0.02,210.38,0.2,83.4,0.94,10.19,36.35,1.42,0
"14235",21.64,20.28,0,1.13,0.11,244.69,0,353.4,0.5,1.1,33.6,13.42,0
"14236",23.69,12.7,0,1.13,2.91,238.57,0,307.36,0.16,24.97,61.3,1.45,0
"14237",27.32,13.12,0,0.61,0.46,301.58,0.42,26.57,1.29,0.65,24.02,1.95,0
"14238",17.72,5.16,0,3.83,0.47,52.02,0.3,195.92,0.64,18.65,68.74,1.77,0
"14239",14.81,20.43,0,0.63,0,360.57,0.11,339.22,3.34,0,65.28,2.48,0
"14240",20.9,29.5,0.07,2.19,0.28,861.94,0,53.24,0.44,142.49,47.17,0.29,0
"14241",32.77,23.84,0,4.74,0.7,670.05,0.03,305.92,0.58,24.74,107.28,4.83,0
"14242",60.36,18.09,0,2.98,4.74,61.79,0,0.17,0,0.17,6.94,0.24,0
"14243",89.94,26.51,0,18.62,3.53,131.51,0.02,213.76,0.13,25.64,93.36,0.88,0
"14244",14.62,10.68,0,2.17,0,296.92,0,48.62,0.09,3.54,26.78,0.97,0
"14245",15.27,19.11,0,2.2,0.05,779.49,0.09,49.23,1.12,1.01,37.89,1.37,0
"14246",26.95,13.57,0,1.8,2.25,435.67,0,20.32,1.34,2.2,13.65,0.89,0
"14248",11.08,9.34,0,1.21,0.26,262.53,0,112.73,0.09,4.9,50.21,2.78,0
"14249",43.31,11.66,0,1.74,4.58,219.31,4.81,12.47,0.05,3.99,4.31,0.86,0
"14250",18.29,12.32,38.21,2.37,0,119.81,0.03,56.75,0.01,9.33,44.86,3.25,0
"14251",28.6,29.54,0,2.54,1.07,385.93,0,224.57,0.59,144.25,61.83,7.62,0
"14252",13.98,30.57,0,1.37,0.4,600.94,0,33.08,0.66,35.21,26.48,0.14,0
"14253",16.81,22.27,0,4.17,0.64,520.58,6.19,404.26,0.77,5.53,101.32,3.72,0
"14254",56.14,41.94,0,2.31,3.45,312.8,0.1,42.4,0.24,8.41,26.19,2.36,0
"14255",15.7,8.23,0,2.12,0,103.13,0.46,78.31,0.26,0.07,19.22,1.9,0
"14256",22.52,8.37,0,1.57,1.19,160.99,0.93,195.26,0.7,2.47,33.09,2.58,0
"14257",76.14,29.48,0,4,11.15,507.16,2.87,148.65,0.13,0.39,55.57,4.43,0
"14258",249.97,140.98,0,22.9,11.49,347.12,0,278.48,0.95,35.89,83.64,6.95,0
"14259",8.02,14.81,0,3.93,0.05,683.24,0.55,237.31,0.02,5.36,114.6,1.39,0
"14260",23.61,15.98,0,4.88,0.43,213.84,0.04,284.45,0.9,87.14,129.74,1.49,0
"14261",24.53,12.38,0,6.6,0.32,146.88,0.85,176.29,0.17,28.64,52.27,1.36,0
"14264",16.21,28.25,0,4.22,0,454.86,2.35,305.6,0.65,233.4,111.65,5.57,0
"14265",36.1,31.4,0,6,1.84,238.68,0.89,430.88,0.79,205.93,143.72,6.56,0
"14266",74.45,29.83,0,3.74,2.48,383.78,0.06,131.28,0.62,86.76,91.4,14.29,0
"14268",28.86,23.39,0,1.76,1.12,1060.27,0.03,61.44,2.16,68.1,33.65,1.87,0
