"id","Nom","pop","type","c","p","e","s"
"61268","Menil-Hubert-en-Exmes",123,"c",,,"610000008",
"61425","Saint-Martin-des-Pezerits",123,"c",,,"200036069",
"61468","Sentilly",123,"c",,,"610000009",
"76511","Preuseville",123,"c",,,"247600604",
"14674","Soignolles",124,"c",,,"140000007",
"76724","Vatierville",124,"c",,,"760000007",
"27035","Bailleul-la-Vallee",125,"c",,,"270000003",
"50225","Le Guislain",125,"c",,,"200043354",
"61439","Saint-Ouen-le-Brisoult",125,"c",,,"246100655",
"76066","Beautot",125,"c",,,"760000006",
"14473","Notre-Dame-de-Livaye",126,"c",,,"241400761",
"27541","Saint-Georges-du-Mesnil",126,"c",,,"270000003",
"50324","Le Mesnil-Veneron",126,"c",,,"500000004",
"50614","Le Valdecie",126,"c","50082",,,
"61257","Mehoudin",126,"c",,,"246100655",
"61316","Ommoy",126,"c",,,"610000009",
"14259","Familly",127,"c","14371",,,
"27699","Voiscreville",127,"c",,,"270000001",
"50114","Les Chambres",127,"c","50115",,,
"61058","Breel",127,"c","61007",,,
"61086","Les Champeaux",127,"c",,,"610000008",
"61338","Prepotin",127,"c","61491",,,
"61492","Tremont",127,"c",,,"200035103",
"27184","Crasville",128,"c",,,"200035665",
"50126","Chavoy",128,"c",,,"501000005",
"61252","Mardilly",128,"c",,,"610000008",
"76262","Fesques",128,"c",,,"760000007",
"76524","Reuville",128,"c",,,"760000005",
"14401","Manvieux",129,"c",,,"241400555",
"27566","Sainte-Marguerite-en-Ouche",129,"c","27049",,,
"76170","La Chapelle-du-Bourgay",129,"c",,,"760000006",
"76458","Muchedent",129,"c",,,"760000006",
"14590","Sainte-Honorine-de-Ducy",130,"c",,,"140000003",
"50432","Rethoville",130,"c","50142",,,
"61021","Avrilly",130,"c",,,"610000006",
"61198","Guerquesalles",130,"c",,,"610000008",
"61229","Loisail",130,"c",,,"200036069",
"61270","Menil-Jean",130,"c","61339",,,
"14041","Barneville-la-Bertran",131,"c",,,"140000011",
"14087","Bonnoeil",131,"c",,,"241400514",
"14622","Saint-Martin-de-Blagny",131,"c",,,"140000003",
"50050","Beuvrigny",131,"c",,,"500000004",
"61478","Taillebois",131,"c","61007",,,
"76280","Freauville",131,"c",,,"247600604",
"76359","Heronchelles",131,"c",,,"760000009",
"14012","Angerville",132,"c",,,"140000010",
"27006","Aizier",132,"c",,,"270000001",
"27520","Saint-Benoit-des-Ombres",132,"c",,,"270000003",
"50191","Foucarville",132,"c","50523",,,
"50536","Saint-Pierre-d'Artheglise",132,"c",,,"501000001",
"14210","La Croupte",133,"c","14371",,,
"50022","Aumeville-Lestre",133,"c",,,"501000001",
"50291","Margueray",133,"c",,,"200043354",
"50295","Maupertuis",133,"c",,,"200043354",
"50633","Le Vicel",133,"c",,,"501000001",
"76430","Mesnil-Follemprise",133,"c",,,"760000007",
"50097","Canville-la-Rocque",134,"c",,,"501000001",
"50379","Notre-Dame-de-Livoye",134,"c",,,"501000005",
"50511","Saint-Martin-d'Audouville",134,"c",,,"501000001",
"50635","Vidouville",134,"c","50492",,,
"61262","Le Menil-Ciboult",134,"c",,,"610000006",
"61183","Gapree",135,"c",,,"200035103",
"14661","Saint-Vaast-sur-Seulles",136,"c",,,"140000005",
"50548","Saint-Sauveur-de-Pierrepont",136,"c",,,"500000002",
"61302","Neauphe-sur-Dive",136,"c",,,"610000009",
"61340","Rabodanges",136,"c","61339",,,
"61351","Roiville",136,"c",,,"610000008",
"61367","Saint-Aubin-de-Courteraie",136,"c",,,"200036069",
"76572","Saint-Denis-d'Aclon",136,"c",,,"760000006",
"14494","Periers-en-Auge",137,"c",,,"140000010",
"14680","Sully",137,"c",,,"241400555",
"27291","Gournay-le-Guerin",137,"c",,,"270000005",
"27321","La Haye-le-Comte",137,"c",,,"200035665",
